ulasan,rating
Kenapa susah update Sdh diuninstall mau download lagi muter muter doang prosesnya Padahal RAM msh bnyk,1
Rugi banyak gajadi anter tp kepotong gede,1
GOPAYLATER TIBA TIBA DI BLOKIR  APK GAK JELAS ,1
Saya kecewa dr pertama gojek adasy slalu pake aplikasi ini dan sampai sy dapet paylater besartiba2 terblokir tanpa alasan pdhl pembayaran sy baik Sy tlp CS mereka blg tdk terblokir pdhl di aplikasi tdk bisa Sdh sy tunggu 30 hr dan skrg hrs tunggu lg 30 hr Tp cicilan ttp hrs di bayar Kalo kalian minta kewajiban syya kembali kan hak saya juga Jgn spt ini Setelah gojek berganti ke MAB sy merasa makin ga beres Tolong kembalikan gopaylater saya,1
Mau login aja susah benerpas mau masukin email keterangan sudah terdaftar terustapi mau masuk aja gabisaharusnya kalau memang sudah ada email yg terdaftar dipermudah untuk loginini udh gonta ganti email keterangan masih sama email sudah terdaftar,1
Gua daruraatt woy susah banget nyari mobil,1
Situ yang bikin pembayaran gagal situ juga yang ngeblokir akun sepihak Bego banget,1
Saya kasih bintang 1 aja dulu tar kalo bagus nanti kalo bagus tar saya tambahin,1
gojek lebih baik hapus fitur gofood express percuma nambah ongkir tapi pesanan telat terus cuma ngerugiin customer di aplikasi tertulis tepat waktu 35 menit tapi pesanan slalu telat sampainya ini bukan soal rugi beberapa rupiah tapi soal konsisten hasil nya harus sesuai jadi customer ga kecewa,1
Udh lama dpt driver ny jauh apk tolol,1
Mau mesen Gocar aja lama kali dapatnya Ntah apa ,1
Semakin hari bukan semakin berkembang malah menyusahkan customer TELAT BAYAR GOPAYLATER SUDAH DI DENDA BESAR GK MASUK AKAL DI BLOKIR PULA MENDING GK USH DI BAYARLAH gayagaya update dgn pt MAB MAB apaan lah itu ANAK BANGSA DARI HONGKONGGGG,1
Apk nga jelas,1
semenjak update topup jadi lemot ga langsung masuk pending terus bahkan sempet dibatalin dan di refund tapi saldo ga masuk alias saldo dah kepotong tapi uang ga balik,1
drivernya sepi 50 menit nunggu tapi ga dapet driver padahal ga hujan,1
0 1,1
Awal gopaylater naik limit cicilan sekarang naik limit boro2 cicilan bayar langsung iya Telat dulu biasa sehari 2rb skrng 50rb perhari Pinjol dah nyebar kemana2 terakhir sudah pakai gopaylater lagi trims,1
Kenapa gojek berlaku diskriminasi kepada Saya sebagai driver Sehari cuma dikasih 1 order selama bertahuntahun sampai todak ada perubahan apapun Sistem gojek sekarang lebih memprioritaskan akun driver 24 jam nonstop dengan joki kemanan para customer berkurang ini real di lapangan,1
makin di update malah makin busukada fitur paylater dan pinjam make aja blm pernah malah di blokir bahkan tnpa ada notif k pengguna saran saya mending hapus aja apk nya kalo cuma bikin kecewa penggunafitur live chat aja ga punya bukan bagus malah kaya ampas ,1
Kenapa gojek sekarang sering keluargk bisa di buka yaaa ,1
aplikasi sampah,1
Saldo saya tiba tiba terpotong memang tidak besarTPI untuk posisi saat ini memang cari uang lagi susah apalagi saya seorang driver gojek yg penghasilan nya kecil hanya untuk mencukupi makan saja belum keperluan keluarga kecil saya yg lain nyasaya sudah laporan TPI d sayangkan tidak memecahkan masalah dan respon nya tidak memuaskan,1
Makin kesini makin kesonopaylater gak pernah telatgak bisa dipakeskrg malah diblokir paylaterbikin penuh Rom aj nih apkkegunaanya udah gak kaya dulumakin parah,1
gojek motor tidak mau bawa 2 anak kalau pergi bawa 2 anak si driver tidak mau bawa atau anter hanya bawa 1 anak sajaz terus anak saya yang satu lagi gimana masa di tinggalaneh peraturannya gk simple,1
Saya meminta perubahan akun gopay plus belum dikonfirmasi service nya lambat Harusnya disediakan perubahan Data gopay plus biar pengguna lebih mudah mengaksesmerubah data akun gopay plus nya Kalo begini kan lemot jadinya,1
Beli paket promo ongkir gofood plus iya si ongkir kelihatan ada diskon tapi biaya ongkir dibebankan ke biaya penanganan Katanya diminta update sudah update masih sama,1
Gojek saya di blokir bisa tolong di buka kh,1
Bayar Qris Pake Gopay Transaksi Berhasil Tapi Yg Dituju Gak Nerima Duitnya Terpaksa Bayar Tunai Dan Disrankan Lapor Ke Gopaynya Tapi Sampe Sekarang Dana Gak Balik Harusnya Fitur Yg Ada Tu Memudahkan Bukan Menyusahkan Pengguna  Bintang 1 Sampe Dana Balik ,1
Ini gimana aplikasi gojak kerja sama bangk jago malah kacau begini saya top up saldo mau buat saya gunakan bukan buat untuk menabunggimana saya mau transaksi di gojack klu uang hasil top up di tahan dulukacau bener,1
Saya kasih bintang 1 Karna tidak bisa di gunakan saldo gopayleter nya padahal saldonya masih ada ketika mau pesen gofood dan beli token selalu ada gangguan terus  tolong di perbaiki lagi sistem nya dikasih alamat email gajelas emailnya salah nelpon cs nya gak ada hasil gak terhubung ngabisin pulsa aja bener bener gada solusi,1
Sekarang costumer service nya lelet banget di telepon juga sibuk terus via chat masalah tidak terselesaikan tidak seperti dulu lagi Kecewa,1
Cari driver susah banget aplikasi gak benarkalau kayak begini pindah sebelah aja lebih cepat,1
Aplikasi kok tidak bisa di pakai buat log in lagi Tidak bisa buat daftar lagi pakai nomer yg sudah terdaftar,1
Makin kesini makin jelek di update koneksi nya juga Padahal nonton YouTube dan download lancar aja,1
gimana si gojek ga sediain jas ujan dia make kitanya keujanan harus segera diperbaiki,1
Pesanan ny lama bgt saya jdi sering terlambat,1
Apk makin sini makin aneh saldo sering nyangkut mau transaksi pun riber banyak peringatan mau beli pulsa 5rb doang sampe gk bisa alesan nya ada transaksi mencurigakan ngaco,1
Kecewa un instal,1
Lama pesennya,1
Aplikasi jelek Ama Aplikasi kalo malam ga bisa transfer ke bank lain,1
orser gofood udah ditungguin sejam ngga dianter anter ujung ujungnya dibatalin sama aplikasi gojeknya ditungguin malah gitu thaiikk,1
Potonganya gede bener kasian mitra kalian di saat keadaan sulit seperti iniminyak mahalsemua mahal kalian malah pangkas pendapatan mitra mya,1
Pelayanan makin burukresto jarak 1km masa makan waktu 1 jamsusah dapat drivermungkin karena upah ke driver sangat minimpadahal customer bayar lumayan mahalaplikasi juga lemot Tolong di perbaikimasa saya setiap makan sambil emosi,1
Saldo GOPAY ilang Riwayat transaksi tidak ada gimana ini GOJEK,1
Saldo saya hampir 200 ribu hilang begitu saja,1
Aplikasi gojek skrng selalu keluar sendiri kini gojek makin jelek semenjak gojek goto Tolong perbaiki lagi aplikasi gojeknya,1
Percuma banyak driver GoJek ngangur tp giliran order gojek drivernya sulit Lo gak bisa gitulah GoJek,1
Payah ah giliran ada promo 5000 perak nyari driver susahnya minta ampun ,1
Pencarian driver yang lama dan jauh dari lokasi penjemputan,1
Musim hujan driver nya pada gk ada ya Susah betul order nya,1
Bru pengguna gojekdan aneh aja sama rute nya yg sllu diputerin lwt gang kecilhrsnya ti ggal lurus pke sgala dibelokin Pas driver jemput jg gtuu di maps nya Emg gini sistemnya apa gmna,1
Go jek lama lama kyl mna sihmau bayar go paylater aja sussah pdhl biasanya pake VAini sampe udh jatuh tempo mau bayar kli bayar aja kbali ke menu lagi aneh bener Udh transaksi skrg gak bisa all in lagi lama lama uniinstall,1
Ngebug Pas lagi urgent dicek detail pesanan tidak keluar Jadi enggak tau drivernya udah ada dimana Kacau,1
Gopaylaternya makin kesini makin gk jelas bulan lalu di blokirpadahal gk pernah telat bayarnya di email suruh tunggu 30 hari sisa pembayaran cicilan tagihan saat ini sdh di bayarkan juga awalnya blokirannya kebuka ehh begtu mau transaksi lagi di tokped malah gagal dan ke blokir lagi kocak dan gk jelas banget sekarang klo di email pun gk ada kepastian jawaban yg jelas,1
Jangan di download aplikasi parah saldo saya hilang 1jt sampai dengan sekarang tidak ada kejelasan Y allah,1
minus lama lambat dapetnya orang lagi butuh malah dilamain,1
Driver nya kebanyakan sibuk saya jad terlambat sekolah,1
Tolong klw kita SDH kasih bintang 1 ke drivernya supaya kita gk dpet driver yg itu lagi donk Krna SDH pasti driver yg dpt bintang 1 itu bikin gk nyaman,1
di gofood saya tombol tambahkan voucher tidak ada jadi saya gak bisa menambahkan voucher sama sekali tolong bantu saya,1
APLIKASI YG SANGAT BURUK,1
Hari ini jatuh tempo gopaylater Saya mau bayar malam aja tunggu suami pulang kerja Eh DCnya dari pagi udah telpon tiap menit Ganggu aja Kalau telat juga kami bayar denda nya kok,1
Nyari drivernya lama padahal gak ujan,1
Klo ada yang jauh banget kenapa harus kasih driver yang deket ini lah gojek saat ini Saat anda terburuburu tabahkan lah hatimu,1
Drivernya susah dapatnya Giliran dapat drivernya pada blagu gak mau diambil Tolong dong yak kalo drivernya gak mau ambil ya jgn di okein dong pesanannya,1
Pesan makanan jd telat sampai Alasan driver gojek saat ini sdh bisa terima double orderakibat nya makanan sampai sdh dingin dan tak enak dimakan,1
Saya penguna akun sudah puluhan tahunSaya merasa di curangi sudah saya lunasi semua gopay pinjam giliran mau pinjam malah di tolak mentah mentah semoga kalian binasa dari muka bumi ini Aplikasi gojek riba jadi aplikasi riba,1
Sulit banget upgread gopay pluss karna ID pernah terdaftar nmr nya sudah tidak aktif lagi sudah hangus Mau daftarkan ulang gopay pluss di nmr baru di tolak truss buat laporan juga percuma gaada respon nyaaa,1
ARGO BUAT DRIVER TERNYATA MIRIS SEKALI SAYA PESAN DAN PENASARANBERAPA YG DIBAYAR GOJEK TERHADAP DRIVERTERNYATA HANYA 5 RIBUTOLONG PIHAK KANTOR GOJEK JANGAN HANYA INGIN MENERIMA UANG BANYAK TAPI DRIVER DI TINDASSAYA SEBAGAI CUSTOMER MERASA KECEWA PADAHAL DRIVER SANGAT MEMBANTU TOLONG DIKOREKSI ,1
sudah menggunakan gojek dari tahun 2017 tahun 2024 awal tahun akun gojek saya di hackdigopay ada saldo saya ga pesen order tibaada pesan order semua saldo gopay saya lenyapsaya hubungi Cs dan email kronologi dan bukti nyajawaban nya itusaja SEDANG DITANGANI TIM KAMI kecewa saya bener kecewasaya tidak akan ridho,1
abis di updet aplikasi gak bisa di gunakan  gak jelas  lgi butuh malah gak bisa di gunakan,1
tidak bisa masuk ke aplikasi,1
Jelek you,1
Isi saldo lewat tidak masukpdahal laporanya sudah masuk,1
ini kenapa aplikasinya ga bisa di pakai  padahal wifi atau data ada banyak tapi aplikasinya ga bisa di buka atau tulisannya no internet,1
gopaylater gak bisa dipake ga ada keterangannya juga Unninstal sajalaah,1
APLIKASI GAJELAS BELI TOKEN LISTRIK LAMA CUSTOMER SERVICE GAMAU BANTU,1
kaga usah nawarin klau janji aja bikin emosi,1
Aplikasi go patner ko jadi susah buat beli kuota swadaya  Kenapa jadi muter muter sih Ngapain ada dompet gopay kalo ga bisa buat bayar Silit kopet lahaturan udah gampang jadi di persulit,1
setelah di up date mlah tdk bisa di buka gimana ini,1
QR CODE BUAT KRL SERING ERROR,1
Tambah kesinih tambah lemot,1
Makasih gojek aku jadi ketinggalan kereta gara gara 2 jam ga dapet dapet driver  gatau mau nyalahin siapa,1
Ganti gmail kok tidak bisa aneh mohon di perbaiki,1
Habis update biaya penanganan dan pengiriman di gofood sampe 20rb lebih Ngga habis pikir sih makin kesini makin ngelunjak  ga masalah selama rasa makanan worth it tpi kalo ga banget kan gmn yah,1
Buruk sekali,1
Kapok pakai gopay later bayar aja susah ini gojek mau nyari cuan dari denda atau gmn Pas bayar gag ada koneksi internet padahal lancar Aplikasi gila saya gag akan pakai gojek lagi,1
Makin hari makin mahal,1
App erorr top up gopay 3kali yang 1 berhasil yang 2pending ampek sekarang belum diproses,1
Di update bukannya makin bagus malah bobrok mau mesen aplikasi loading lama banget kaya ga ada sinyal padahal notif notif masih masuk pas lagi loading,1
ga ad no yg bs dihubungi pesen gofood ada kurang lama bgt hrs lewat laporan dll parah sih servicenya,1
Kalo ngasih ongkir go food ngotak,1
Dari thn 2019 sy pke gopay pas ada gopaylater limit besar ehh tapi ga bisa di gunakan Mengecewakan sekali Tim audit nya ga beres Akun saya di blokir secara sepihak Udah ga mau pake lagi Mending di hapus aja,1
setelah di update ke versi terbaru malah ini aplikasi tidak bisa di pergunakan lagi,1
susah dapat driver padahal driver banyak bad,1
Masih milih2 kepencet gak sengaja go food belum sempat masukin diskon gak bisa di revisi lagi dalam hitungan seper sekian detik Tiba2 jadi pengiriman bayar cash Padahal lg gak pegang cash kasih waktu dong untuk revisi misal 1 menit sejak order Kan driver jg belum dpt Kapokk nasi goreng harga 24rb jadi 30rb beli 2 lg kena,1
Setelah update malah lemot banget,1
Tolong perbaiki sistem login nya yah soal nya saya sinyal bagus kok di bilang sinyal kurang bagus alhasil gak bisa masuk harus nunggu 15 menit buat login lagi padahal pake browsing  stream youtube lancar Udah versi terbaru tapi tetep gak bisa klo udah di benerin nanti saya kasih bintang 5 lagi,1
Pasang untuk ke dua kalinya Aplikasi aku yg di pakai sdh lama tdk bisa kebuka,1
Gopay paylaternya kek pemerasan telat sehari 50rb dendanya Padahal utang cuma 100rb lewat sehari denda 50rb Jangan pake gopaypay laternya boss Bahaya,1
Gopay Latermu BRENGSEK lupa 1 hari aja udah denda 50k padahal cuma belanja 100k Pantas digeser Grab sekarang Apa belum balmod si Mendikbud,1
Mahal mending pake maxim,1
Tiba2 gopaylater di blokir padahal tidak pernah telat bayar dan sampai skrng tagihan sudah lunas semua,1
Aplikasi aneh tibatiba dari saldo gopay ke saldo tabungan di refund oleh pihak gopay dan saldo ga bisa di pakai,1
Memberikan opsional gopay later pembayaran selalu tepat waktu waktu dihandle findaya aman2 aja setelah dipegang MAB malah sering di blokir tanpa alasan yg jelasbaru dibuka blokir pagi sore sudah diblokir lagi entah apa alasannya ditanya melalui email jawabannya selalu templatelimit masih sangat aman utk digunakan kalo emg gak niat kasih paylater gausah dikasih limit mendingan Tutup aja tuh fasilitas paylater Aneh,1
lemot,1
Edan Telat sehari gopaylater Denda 50rb Di ingetin jg gak kdg kita lupa,1
Ga inget punya tagihan gopay later 20K doang terlambat 1 hari doang denda 50K Ga punya pikiran banget yg buat kebijakan Harusnya denda kan beberapa persen dari total pinjaman ini pinjem 20K denda 50K,1
Makin lama makin ribet fasilitasnya bmyak yg berubah,1
Aplikasi Zionis mang Sadis Uninstal aj cari yg lain  Drivernya pd SONGONG suka cari gara gara SM orang,1
Layanan cs gak lengkap,1
Ini gimana ya pesen gosend ga dapet2 Biasanya cepet bgt lgsg dapet,1
Kenapa gopaylater saya di blokir,1
Rute yang dilalui untuk pengantaran tidak ada jalanbuntu,1
DENDANYA KETERLALUAN TELAT SEHARI 50RB LEBIH KEJAM DARI PINJOL,1
Gojek payah,1
Semakin update semakin mahal ongkos kirim tidak masuk akal,1
Gopaylater tidak bisa digunakan jdi males naik gojek lgi achhh,1
kenapa sudah versi terbaru sinyal dan mash banyk iklan ya wah parah sekarng,1
Jangan download jelek bgt pelayanan y,1
Tidak manusiawi not safe,1
Akun GopayLater saya terblokir Belum ada respon dari csnya,1
Dapat driver jemput pada jauh2 banget bikin telat kerja,1
Gopay later tibatiba terblokir Limit masih melimpah pembayaran tepat waktu 3 kali hubungi CS tetap saja tidak ada penyelesaian dan alasan yg jelas Terakhir disuruh mencoba bulan depan Ada untungnya juga bisa ngirit hehe,1
Gopaylater lambat sehari aja dendanya gede bgt parah,1
TOLOL SINYAL FULL KUOTA MASIH BANYAK GILIRAN TRANSFER ERROR EH TAUNYA UDAH KE TRANSFER KIRAIN BELUM GGARA SINYAL ERROR JADINYA 2X KONFIRMASI EHH MALAH APLIKASINYA TOLOL TOLOL TOLOL,1
Susah dapat driver saat hujan Drivers nya pilih pilih orderan,1
gocar kalo pagi lama banget gaada yang mau angkut,1
kalau hujan kenapa susah bgt ya Allah dapetinnya mana sering telat sekolah garagara susah dapet driver,1
Woyyyy anjingggg goblokkkkkk udah top up gopay saldo rekening udah kepotong tapi saldo GOPAY tetep 0 dasar anjinggggg taiiii babiiiiiiii,1
HAPUS aplikasi turut bekerjasama dgn aplikasi penipuan dgn memasang iklannya,1
Habis isi gopay 300000 baru dipakai dikit sisa masih banyak  apk gojek g bisa dibuka sdh 2 bl lalu,1
Lama2 gak jelas ini aplikasi nyari driver skrg kyk susah bgt pantesan aplikasi sebelah lebih berjaya Perbakin itu manajemen nya Lama2 punah lu yg bertahan malah yg dari luar negeri Seperti sampah aplikasinya skrg gw dlu belain2 selalu gunakan aplikasi GOJEK karena mendukung produk lokal skrg gw jadi beralih ke sebelah lebih cepet dpt driver mahal jg gw jabanin mohon klau bsa jgn mengecewakan pengguna setia lah jam yg gak sibuk pun cari driver susah buang2 waktu,1
Telat dikit langsung diblokir gbs digunain lg pdhl pelanggan setia NAJISSSSSS,1
Saya kecewa dengan apk ini masak saya isi paket data di apk ini udh kepotong tapi paket data saya tidak masuk sama sekali saya sangat kecewa bkn masalah nominal ya 100rb saya kepotong untuk paket data krna saya isi paket data jd 50gb 100rb tapi tidak ada masuk saya sangat kecewa ,1
Jgn alay lah,1
Jawaban pusat bantuan tidak berguna giliran hub cs balas nya lama banget,1
Bila pesan car hemat tunggu lama dan pasti tidak dapat,1
Bagus sekali,1
Aplikasi keluar terus saat digunakan,1
Mesen gojek padahal banyak yg deket malah dapet yg drivernya jauh Jadinya telat ke kantor Nanya ke supirnya katanya biar rata kebagian semua ordernya tapi saya yg di rugikan  Ga lagi deh pake ini aplikasi Kecewa sangat,1
setelah di update malah tambah jelek,1
Masa payleter 17000 terlambat 1 hari denda 50000parah banget outo unistal,1
Gak bisa buka buka akun mo bayar paylater jd kena denda sehari pdhl baru kelewat beberapa jam baru bsa ke update gmna cara hapus dendanya,1
